# == pyFAI calibration ==
# Distance Sample to Detector: 0.400151958433 m
# PONI: 1.472e-01, 1.496e-01 m
# Rotations: -0.001085 0.000539 -0.000000 rad
# 
# == Fit2d calibration ==
# Distance Sample-beamCenter: 400.152 mm
# Center: x=1500.210, y=1474.586 pix
# Tilt: 0.069 deg  TiltPlanRot: 26.426 deg
# 
# Detector Detector	 Spline= None	 PixelSize= 1.000e-04, 1.000e-04 m
#    Detector has a mask: False 
#    Detector has a dark current: False 
#    detector has a flat field: False 
# 
# Wavelength: 4.12969e-11 m
# Mask applied: None
# Dark current applied: None
# Flat field applied: None
# Polarization factor: None
# Normalization factor: None
#
# 2th_deg	 I
6.611789195E+00  5.103001595E+00
6.618364818E+00  4.100428104E+00
6.624940441E+00  3.506339550E+00
6.631516065E+00  4.031745434E+00
6.638091688E+00  4.961527824E+00
6.644667311E+00  5.888075352E+00
6.651242935E+00  6.148292065E+00
6.657818558E+00  6.654657364E+00
6.664394181E+00  6.422091007E+00
6.670969804E+00  6.735202312E+00
6.677545428E+00  5.430294037E+00
6.684121051E+00  5.993767738E+00
6.690696674E+00  6.118303299E+00
6.697272297E+00  5.678218365E+00
6.703847921E+00  5.054446697E+00
6.710423544E+00  4.244904995E+00
6.716999167E+00  3.987072468E+00
6.723574790E+00  5.212103367E+00
6.730150414E+00  5.398110390E+00
6.736726037E+00  4.985695839E+00
6.743301660E+00  3.556420565E+00
6.749877284E+00  3.997351170E+00
6.756452907E+00  5.616775990E+00
6.763028530E+00  6.892729759E+00
6.769604153E+00  8.961015701E+00
6.776179777E+00  9.889364243E+00
6.782755400E+00  9.691327095E+00
6.789331023E+00  7.542817593E+00
6.795906646E+00  6.009871960E+00
6.802482270E+00  4.531548500E+00
6.809057893E+00  5.707995892E+00
6.815633516E+00  6.077297211E+00
6.822209139E+00  6.061750412E+00
6.828784763E+00  6.124354839E+00
6.835360386E+00  6.219248295E+00
6.841936009E+00  7.247516632E+00
6.848511633E+00  6.600166321E+00
6.855087256E+00  6.588060856E+00
6.861662879E+00  5.941685677E+00
6.868238502E+00  6.809692383E+00
6.874814126E+00  6.989382267E+00
6.881389749E+00  7.848102570E+00
6.887965372E+00  7.455831528E+00
6.894540995E+00  7.430649281E+00
6.901116619E+00  6.812042236E+00
6.907692242E+00  7.618531704E+00
6.914267865E+00  7.771513939E+00
6.920843488E+00  6.393850803E+00
6.927419112E+00  5.024722099E+00
6.933994735E+00  5.430174828E+00
6.940570358E+00  5.904150009E+00
6.947145982E+00  6.989919186E+00
6.953721605E+00  6.768655300E+00
6.960297228E+00  6.410939217E+00
6.966872851E+00  5.227291584E+00
6.973448475E+00  4.879345417E+00
6.980024098E+00  4.611769199E+00
6.986599721E+00  4.424130440E+00
6.993175344E+00  4.709801674E+00
6.999750968E+00  4.585050106E+00
7.006326591E+00  5.099964142E+00
7.012902214E+00  4.754799843E+00
7.019477837E+00  4.121066093E+00
7.026053461E+00  3.325159550E+00
7.032629084E+00  3.853778839E+00
7.039204707E+00  3.142542124E+00
7.045780331E+00  2.517879963E+00
7.052355954E+00  2.476819754E+00
7.058931577E+00  2.983618736E+00
7.065507200E+00  4.543008804E+00
7.072082824E+00  5.569344044E+00
7.078658447E+00  5.480598450E+00
7.085234070E+00  4.899793148E+00
7.091809693E+00  3.323216915E+00
7.098385317E+00  2.657301426E+00
7.104960940E+00  3.971316814E+00
7.111536563E+00  5.925360203E+00
7.118112186E+00  6.123638153E+00
7.124687810E+00  5.429172516E+00
7.131263433E+00  6.000186443E+00
7.137839056E+00  6.801584721E+00
7.144414680E+00  6.325911045E+00
7.150990303E+00  5.064539433E+00
7.157565926E+00  5.198354244E+00
7.164141549E+00  5.565279007E+00
7.170717173E+00  4.945676804E+00
7.177292796E+00  3.842622757E+00
7.183868419E+00  2.914270401E+00
7.190444042E+00  2.400606394E+00
7.197019666E+00  3.268705845E+00
7.203595289E+00  4.013506889E+00
7.210170912E+00  3.974451065E+00
7.216746535E+00  3.166284084E+00
7.223322159E+00  3.165277243E+00
7.229897782E+00  3.770836830E+00
7.236473405E+00  4.387818336E+00
7.243049029E+00  3.706693172E+00
7.249624652E+00  4.278489590E+00
7.256200275E+00  4.359754562E+00
7.262775898E+00  5.317821980E+00
7.269351522E+00  4.857854843E+00
7.275927145E+00  5.497205734E+00
7.282502768E+00  6.076157570E+00
7.289078391E+00  5.844102383E+00
7.295654015E+00  4.288886547E+00
7.302229638E+00  4.167818546E+00
7.308805261E+00  4.693218708E+00
7.315380884E+00  3.499465942E+00
7.321956508E+00  2.936702251E+00
7.328532131E+00  2.145305157E+00
7.335107754E+00  1.511460304E+00
7.341683378E+00  2.469174862E+00
7.348259001E+00  4.136515141E+00
7.354834624E+00  5.049260616E+00
7.361410247E+00  5.130642414E+00
7.367985871E+00  4.487003803E+00
7.374561494E+00  4.282815456E+00
7.381137117E+00  3.975056410E+00
7.387712740E+00  3.739495277E+00
7.394288364E+00  3.003899574E+00
7.400863987E+00  2.223192215E+00
7.407439610E+00  1.644836903E+00
7.414015233E+00  1.120367169E+00
7.420590857E+00  7.316453010E-02
7.427166480E+00  -5.904068351E-01
7.433742103E+00  -6.457931995E-01
7.440317727E+00  -5.341382623E-01
7.446893350E+00  -8.054589480E-02
7.453468973E+00  1.000301838E+00
7.460044596E+00  9.615631700E-01
7.466620220E+00  1.736389875E+00
7.473195843E+00  1.758234262E+00
7.479771466E+00  1.225979447E+00
7.486347089E+00  9.174086452E-01
7.492922713E+00  -1.608998328E-01
7.499498336E+00  6.748379767E-02
7.506073959E+00  8.743209839E-01
7.512649582E+00  1.829968214E+00
7.519225206E+00  2.101220369E+00
7.525800829E+00  2.467661381E+00
7.532376452E+00  3.065307379E+00
7.538952076E+00  3.486699581E+00
7.545527699E+00  4.672010899E+00
7.552103322E+00  4.853374958E+00
7.558678945E+00  4.657911301E+00
7.565254569E+00  4.271538258E+00
7.571830192E+00  5.084722042E+00
7.578405815E+00  5.382418156E+00
7.584981438E+00  6.550122261E+00
7.591557062E+00  7.870990276E+00
7.598132685E+00  9.175742149E+00
7.604708308E+00  1.008485031E+01
7.611283931E+00  1.031615734E+01
7.617859555E+00  1.099420643E+01
7.624435178E+00  1.072568607E+01
7.631010801E+00  9.877749443E+00
7.637586425E+00  9.732319832E+00
7.644162048E+00  9.511726379E+00
7.650737671E+00  8.767627716E+00
7.657313294E+00  7.975496292E+00
7.663888918E+00  8.776568413E+00
7.670464541E+00  1.003839397E+01
7.677040164E+00  9.776473045E+00
7.683615787E+00  8.110800743E+00
7.690191411E+00  5.619388103E+00
7.696767034E+00  4.076547623E+00
7.703342657E+00  3.502697706E+00
7.709918281E+00  4.205381870E+00
7.716493904E+00  4.827123165E+00
7.723069527E+00  5.454310894E+00
7.729645150E+00  4.655775547E+00
7.736220774E+00  5.732789993E+00
7.742796397E+00  7.263012886E+00
7.749372020E+00  6.571681499E+00
7.755947643E+00  6.108073711E+00
7.762523267E+00  5.935741901E+00
7.769098890E+00  6.500576496E+00
7.775674513E+00  7.726019382E+00
7.782250136E+00  9.299683571E+00
7.788825760E+00  1.008399487E+01
7.795401383E+00  9.566869736E+00
7.801977006E+00  9.217676163E+00
7.808552630E+00  8.926189423E+00
7.815128253E+00  8.634920120E+00
7.821703876E+00  8.432367325E+00
7.828279499E+00  1.062187004E+01
7.834855123E+00  1.206339550E+01
7.841430746E+00  1.358321381E+01
7.848006369E+00  1.548756123E+01
7.854581992E+00  1.565443993E+01
7.861157616E+00  1.618644714E+01
7.867733239E+00  1.770130348E+01
7.874308862E+00  2.091144371E+01
7.880884485E+00  2.255565453E+01
7.887460109E+00  2.413393974E+01
7.894035732E+00  2.548857689E+01
7.900611355E+00  2.765860939E+01
7.907186979E+00  3.015230370E+01
7.913762602E+00  3.245644379E+01
7.920338225E+00  3.525701141E+01
7.926913848E+00  3.859790421E+01
7.933489472E+00  4.248492432E+01
7.940065095E+00  4.689115524E+01
7.946640718E+00  5.207532883E+01
7.953216341E+00  5.805252457E+01
7.959791965E+00  6.363762283E+01
7.966367588E+00  7.148047638E+01
7.972943211E+00  7.957860565E+01
7.979518834E+00  8.977375031E+01
7.986094458E+00  1.021083755E+02
7.992670081E+00  1.182660446E+02
7.999245704E+00  1.367081757E+02
8.005821328E+00  1.570578003E+02
8.012396951E+00  1.811913910E+02
8.018972574E+00  2.102237244E+02
8.025548197E+00  2.453110504E+02
8.032123821E+00  2.879231567E+02
8.038699444E+00  3.361181641E+02
8.045275067E+00  3.845225830E+02
8.051850690E+00  4.367575989E+02
8.058426314E+00  4.830581055E+02
8.065001937E+00  5.199349365E+02
8.071577560E+00  5.669667358E+02
8.078153183E+00  6.110256958E+02
8.084728807E+00  6.582861328E+02
8.091304430E+00  6.969064331E+02
8.097880053E+00  7.235481567E+02
8.104455677E+00  7.395469360E+02
8.111031300E+00  7.413739014E+02
8.117606923E+00  7.355907593E+02
8.124182546E+00  7.035568237E+02
8.130758170E+00  6.582750854E+02
8.137333793E+00  5.983213501E+02
8.143909416E+00  5.419548340E+02
8.150485039E+00  4.882863770E+02
8.157060663E+00  4.397740479E+02
8.163636286E+00  3.971273193E+02
8.170211909E+00  3.560761414E+02
8.176787532E+00  3.196566162E+02
8.183363156E+00  2.865903931E+02
8.189938779E+00  2.564761047E+02
8.196514402E+00  2.308771515E+02
8.203090026E+00  2.072998657E+02
8.209665649E+00  1.863882141E+02
8.216241272E+00  1.672197876E+02
8.222816895E+00  1.510245056E+02
8.229392519E+00  1.381157837E+02
8.235968142E+00  1.270370255E+02
8.242543765E+00  1.163091660E+02
8.249119388E+00  1.072441635E+02
8.255695012E+00  9.810416412E+01
8.262270635E+00  8.963179779E+01
8.268846258E+00  8.107505798E+01
8.275421881E+00  7.408088684E+01
8.281997505E+00  6.879670715E+01
8.288573128E+00  6.670881653E+01
8.295148751E+00  6.497441864E+01
8.301724375E+00  6.327417374E+01
8.308299998E+00  5.958804703E+01
8.314875621E+00  5.712405396E+01
8.321451244E+00  5.445934677E+01
8.328026868E+00  5.342304230E+01
8.334602491E+00  5.202981949E+01
8.341178114E+00  5.039493179E+01
8.347753737E+00  4.843736267E+01
8.354329361E+00  4.643010330E+01
8.360904984E+00  4.648598480E+01
8.367480607E+00  4.601033401E+01
8.374056230E+00  4.611061096E+01
8.380631854E+00  4.571558762E+01
8.387207477E+00  4.483800507E+01
8.393783100E+00  4.284461594E+01
8.400358724E+00  3.988146210E+01
8.406934347E+00  3.613707352E+01
8.413509970E+00  3.295426178E+01
8.420085593E+00  2.926226807E+01
8.426661217E+00  2.646200943E+01
8.433236840E+00  2.364678001E+01
8.439812463E+00  2.172480583E+01
8.446388086E+00  1.928497696E+01
8.452963710E+00  1.707242203E+01
8.459539333E+00  1.526781464E+01
8.466114956E+00  1.450787449E+01
8.472690579E+00  1.451769447E+01
8.479266203E+00  1.487099266E+01
8.485841826E+00  1.496423817E+01
8.492417449E+00  1.391312981E+01
8.498993073E+00  1.366148853E+01
8.505568696E+00  1.486064911E+01
8.512144319E+00  1.493440342E+01
8.518719942E+00  1.541054630E+01
8.525295566E+00  1.554440689E+01
8.531871189E+00  1.525049305E+01
8.538446812E+00  1.392085171E+01
8.545022435E+00  1.413991165E+01
8.551598059E+00  1.524356842E+01
8.558173682E+00  1.545297241E+01
8.564749305E+00  1.595607471E+01
8.571324928E+00  1.721182442E+01
8.577900552E+00  1.797360802E+01
8.584476175E+00  1.804169464E+01
8.591051798E+00  1.866410828E+01
8.597627422E+00  1.903907585E+01
8.604203045E+00  1.840096664E+01
8.610778668E+00  1.740895271E+01
8.617354291E+00  1.766313934E+01
8.623929915E+00  1.980269623E+01
8.630505538E+00  2.102490425E+01
8.637081161E+00  2.104756355E+01
8.643656784E+00  2.041416168E+01
8.650232408E+00  2.019309235E+01
8.656808031E+00  1.801525879E+01
8.663383654E+00  1.793637085E+01
8.669959277E+00  1.667523193E+01
8.676534901E+00  1.527828598E+01
8.683110524E+00  1.357469273E+01
8.689686147E+00  1.309820843E+01
8.696261771E+00  1.272877979E+01
8.702837394E+00  1.175602436E+01
8.709413017E+00  9.251786232E+00
8.715988640E+00  7.445137978E+00
8.722564264E+00  4.953819752E+00
8.729139887E+00  3.778873444E+00
8.735715510E+00  3.133741140E+00
8.742291133E+00  3.700610876E+00
8.748866757E+00  3.981492281E+00
8.755442380E+00  4.270871639E+00
8.762018003E+00  3.804148912E+00
8.768593626E+00  5.255195141E+00
8.775169250E+00  7.167018414E+00
8.781744873E+00  8.985451698E+00
8.788320496E+00  9.652419090E+00
8.794896120E+00  9.943333626E+00
8.801471743E+00  1.121270466E+01
8.808047366E+00  1.243857288E+01
8.814622989E+00  1.269418812E+01
8.821198613E+00  1.258404541E+01
8.827774236E+00  1.181761646E+01
8.834349859E+00  1.156091309E+01
8.840925482E+00  1.115084076E+01
8.847501106E+00  9.626452446E+00
8.854076729E+00  8.426700592E+00
8.860652352E+00  8.474909782E+00
8.867227975E+00  9.638254166E+00
8.873803599E+00  1.096847725E+01
8.880379222E+00  1.259935284E+01
8.886954845E+00  1.347080994E+01
8.893530469E+00  1.368342400E+01
8.900106092E+00  1.417322063E+01
8.906681715E+00  1.452417946E+01
8.913257338E+00  1.578073120E+01
8.919832962E+00  1.565772247E+01
8.926408585E+00  1.500769806E+01
8.932984208E+00  1.605918694E+01
8.939559831E+00  1.557245541E+01
8.946135455E+00  1.642545891E+01
8.952711078E+00  1.683843613E+01
8.959286701E+00  1.782899857E+01
8.965862324E+00  1.752365112E+01
8.972437948E+00  1.871100807E+01
8.979013571E+00  2.000244713E+01
8.985589194E+00  2.217243767E+01
8.992164818E+00  2.403743935E+01
8.998740441E+00  2.656089592E+01
9.005316064E+00  2.877656364E+01
9.011891687E+00  3.111810684E+01
9.018467311E+00  3.184633446E+01
9.025042934E+00  3.264492035E+01
9.031618557E+00  3.385329056E+01
9.038194180E+00  3.600618744E+01
9.044769804E+00  3.710515594E+01
9.051345427E+00  3.966443253E+01
9.057921050E+00  4.266358185E+01
9.064496673E+00  4.590150452E+01
9.071072297E+00  4.780649185E+01
9.077647920E+00  4.973213196E+01
9.084223543E+00  5.237282562E+01
9.090799167E+00  5.500255203E+01
9.097374790E+00  5.766971588E+01
9.103950413E+00  6.040073013E+01
9.110526036E+00  6.224642563E+01
9.117101660E+00  6.416191864E+01
9.123677283E+00  6.479032135E+01
9.130252906E+00  6.501348877E+01
9.136828529E+00  6.380410767E+01
9.143404153E+00  6.220711899E+01
9.149979776E+00  6.063855743E+01
9.156555399E+00  5.867264557E+01
9.163131022E+00  5.821857071E+01
9.169706646E+00  5.741451645E+01
9.176282269E+00  5.628001022E+01
9.182857892E+00  5.522373581E+01
9.189433516E+00  5.479939270E+01
9.196009139E+00  5.355970001E+01
9.202584762E+00  5.315992355E+01
9.209160385E+00  5.408685303E+01
9.215736009E+00  5.863832474E+01
9.222311632E+00  6.031724930E+01
9.228887255E+00  6.651081848E+01
9.235462878E+00  7.085474396E+01
9.242038502E+00  7.421474457E+01
9.248614125E+00  7.208592224E+01
9.255189748E+00  7.593944550E+01
9.261765372E+00  7.890031433E+01
9.268340995E+00  8.880541992E+01
9.274916618E+00  1.009360275E+02
9.281492241E+00  1.181432037E+02
9.288067865E+00  1.396349487E+02
9.294643488E+00  1.690748596E+02
9.301219111E+00  2.062564087E+02
9.307794734E+00  2.483636780E+02
9.314370358E+00  2.901437683E+02
9.320945981E+00  3.250835266E+02
9.327521604E+00  3.468880615E+02
9.334097227E+00  3.586423645E+02
9.340672851E+00  3.669924622E+02
9.347248474E+00  3.801771545E+02
9.353824097E+00  3.955324707E+02
9.360399721E+00  4.265447388E+02
9.366975344E+00  4.385436096E+02
9.373550967E+00  4.694593201E+02
9.380126590E+00  4.646991272E+02
9.386702214E+00  4.471517944E+02
9.393277837E+00  3.975053101E+02
9.399853460E+00  3.421254883E+02
9.406429083E+00  2.829640503E+02
9.413004707E+00  2.489145508E+02
9.419580330E+00  2.151006012E+02
9.426155953E+00  1.910754700E+02
9.432731576E+00  1.704612732E+02
9.439307200E+00  1.536393890E+02
9.445882823E+00  1.386948090E+02
9.452458446E+00  1.267071533E+02
9.459034070E+00  1.174728317E+02
9.465609693E+00  1.109074020E+02
9.472185316E+00  1.047486649E+02
9.478760939E+00  9.930667877E+01
9.485336563E+00  9.643986511E+01
9.491912186E+00  9.888013458E+01
9.498487809E+00  1.021299362E+02
9.505063432E+00  1.068801727E+02
9.511639056E+00  1.112924423E+02
9.518214679E+00  1.174384995E+02
9.524790302E+00  1.226747665E+02
9.531365925E+00  1.290583496E+02
9.537941549E+00  1.344729767E+02
9.544517172E+00  1.412511444E+02
9.551092795E+00  1.448195801E+02
9.557668419E+00  1.495737305E+02
9.564244042E+00  1.537435303E+02
9.570819665E+00  1.572200317E+02
9.577395288E+00  1.599661102E+02
9.583970912E+00  1.616862946E+02
9.590546535E+00  1.606939850E+02
9.597122158E+00  1.590106506E+02
9.603697781E+00  1.551738129E+02
9.610273405E+00  1.509481049E+02
9.616849028E+00  1.457880554E+02
9.623424651E+00  1.391897125E+02
9.630000274E+00  1.334601746E+02
9.636575898E+00  1.265583954E+02
9.643151521E+00  1.170839462E+02
9.649727144E+00  1.094113159E+02
9.656302768E+00  1.021796341E+02
9.662878391E+00  9.767259216E+01
9.669454014E+00  9.328126526E+01
9.676029637E+00  8.823710632E+01
9.682605261E+00  8.255231476E+01
9.689180884E+00  7.689974213E+01
9.695756507E+00  7.112068939E+01
9.702332130E+00  6.603500366E+01
9.708907754E+00  6.063926315E+01
9.715483377E+00  5.542909622E+01
9.722059000E+00  5.094943619E+01
9.728634623E+00  4.542540741E+01
9.735210247E+00  4.001962662E+01
9.741785870E+00  3.473260117E+01
9.748361493E+00  3.255020142E+01
9.754937117E+00  3.108475113E+01
9.761512740E+00  3.028500748E+01
9.768088363E+00  2.921203423E+01
9.774663986E+00  2.743274307E+01
9.781239610E+00  2.547987556E+01
9.787815233E+00  2.420159340E+01
9.794390856E+00  2.296119690E+01
9.800966479E+00  2.231924438E+01
9.807542103E+00  2.191783714E+01
9.814117726E+00  2.164956284E+01
9.820693349E+00  2.267994690E+01
9.827268972E+00  2.362324715E+01
9.833844596E+00  2.384859657E+01
9.840420219E+00  2.589211655E+01
9.846995842E+00  2.910730362E+01
9.853571466E+00  3.088476181E+01
9.860147089E+00  3.383921051E+01
9.866722712E+00  3.682168579E+01
9.873298335E+00  4.196936035E+01
9.879873959E+00  4.664693451E+01
9.886449582E+00  5.028063202E+01
9.893025205E+00  5.445535660E+01
9.899600828E+00  5.810367203E+01
9.906176452E+00  6.006682205E+01
9.912752075E+00  6.305324173E+01
9.919327698E+00  6.763854218E+01
9.925903321E+00  7.246231079E+01
9.932478945E+00  7.751029968E+01
9.939054568E+00  8.325266266E+01
9.945630191E+00  8.852574158E+01
9.952205815E+00  9.449938965E+01
9.958781438E+00  1.008161011E+02
9.965357061E+00  1.072858734E+02
9.971932684E+00  1.131298141E+02
9.978508308E+00  1.198898468E+02
9.985083931E+00  1.251269379E+02
9.991659554E+00  1.294367218E+02
9.998235177E+00  1.342200165E+02
1.000481080E+01  1.384386749E+02
1.001138642E+01  1.425784760E+02
1.001796205E+01  1.470910339E+02
1.002453767E+01  1.511965332E+02
1.003111329E+01  1.541805573E+02
1.003768892E+01  1.538150330E+02
1.004426454E+01  1.527845306E+02
1.005084016E+01  1.491881256E+02
1.005741579E+01  1.454901428E+02
1.006399141E+01  1.408175354E+02
1.007056703E+01  1.347191315E+02
1.007714266E+01  1.275459671E+02
1.008371828E+01  1.185954285E+02
1.009029390E+01  1.082952423E+02
1.009686953E+01  9.760537720E+01
1.010344515E+01  8.791597748E+01
1.011002077E+01  8.048242950E+01
1.011659640E+01  7.483159637E+01
1.012317202E+01  7.094543457E+01
1.012974764E+01  6.758226013E+01
1.013632327E+01  6.360732651E+01
1.014289889E+01  5.979066849E+01
1.014947451E+01  5.468601608E+01
1.015605014E+01  5.084025574E+01
1.016262576E+01  4.611571503E+01
1.016920138E+01  4.367353439E+01
1.017577701E+01  4.063774490E+01
1.018235263E+01  3.845854950E+01
1.018892825E+01  3.777608871E+01
1.019550388E+01  3.724563217E+01
1.020207950E+01  3.593846130E+01
1.020865512E+01  3.480036926E+01
1.021523075E+01  3.408767700E+01
1.022180637E+01  3.302156067E+01
1.022838199E+01  3.286321640E+01
1.023495762E+01  3.280792618E+01
1.024153324E+01  3.359295273E+01
1.024810886E+01  3.479539490E+01
1.025468448E+01  3.550407028E+01
1.026126011E+01  3.550505066E+01
1.026783573E+01  3.477825165E+01
1.027441135E+01  3.438708115E+01
1.028098698E+01  3.359708786E+01
1.028756260E+01  3.269628525E+01
1.029413822E+01  3.157715988E+01
1.030071385E+01  3.232263565E+01
1.030728947E+01  3.228907394E+01
1.031386509E+01  3.219902802E+01
1.032044072E+01  3.190495110E+01
1.032701634E+01  3.084570885E+01
1.033359196E+01  3.058273125E+01
1.034016759E+01  3.053974724E+01
1.034674321E+01  2.960045624E+01
1.035331883E+01  2.901866722E+01
1.035989446E+01  2.718540192E+01
1.036647008E+01  2.641356468E+01
1.037304570E+01  2.567181587E+01
1.037962133E+01  2.493371201E+01
1.038619695E+01  2.370015144E+01
1.039277257E+01  2.193883896E+01
1.039934820E+01  1.962334061E+01
1.040592382E+01  1.842205620E+01
1.041249944E+01  1.664841080E+01
1.041907507E+01  1.616319656E+01
1.042565069E+01  1.609772682E+01
1.043222631E+01  1.538946724E+01
1.043880194E+01  1.446954823E+01
1.044537756E+01  1.387262154E+01
1.045195318E+01  1.245951748E+01
1.045852881E+01  1.227857399E+01
1.046510443E+01  1.092598724E+01
1.047168005E+01  1.188370228E+01
1.047825568E+01  1.224841785E+01
1.048483130E+01  1.134486294E+01
1.049140692E+01  1.014865303E+01
1.049798255E+01  1.026724243E+01
1.050455817E+01  1.084861755E+01
1.051113379E+01  1.190893364E+01
1.051770942E+01  1.268016720E+01
1.052428504E+01  1.228247833E+01
1.053086066E+01  1.180282974E+01
1.053743629E+01  1.078228092E+01
1.054401191E+01  1.039031219E+01
1.055058753E+01  8.689466476E+00
1.055716316E+01  8.383885384E+00
1.056373878E+01  9.399389267E+00
1.057031440E+01  1.173161697E+01
1.057689002E+01  1.021409130E+01
1.058346565E+01  8.017734528E+00
1.059004127E+01  6.974593163E+00
1.059661689E+01  6.420612812E+00
1.060319252E+01  6.623371601E+00
1.060976814E+01  6.754247665E+00
1.061634376E+01  6.832265854E+00
1.062291939E+01  7.681617260E+00
1.062949501E+01  7.402850628E+00
1.063607063E+01  6.421209335E+00
1.064264626E+01  6.717592239E+00
1.064922188E+01  7.908139706E+00
1.065579750E+01  8.975193024E+00
1.066237313E+01  9.793171883E+00
1.066894875E+01  1.142544937E+01
1.067552437E+01  1.147396374E+01
1.068210000E+01  9.689567566E+00
1.068867562E+01  6.980818748E+00
1.069525124E+01  5.685953140E+00
1.070182687E+01  4.652962685E+00
1.070840249E+01  3.273778200E+00
1.071497811E+01  3.177137375E+00
1.072155374E+01  4.209057331E+00
1.072812936E+01  5.953342915E+00
1.073470498E+01  7.367327690E+00
1.074128061E+01  6.797014236E+00
1.074785623E+01  5.278831005E+00
1.075443185E+01  4.585045815E+00
1.076100748E+01  4.804330349E+00
1.076758310E+01  4.586392403E+00
1.077415872E+01  3.768440723E+00
1.078073435E+01  3.707218170E+00
1.078730997E+01  3.641306877E+00
1.079388559E+01  3.979215384E+00
1.080046122E+01  3.389223814E+00
1.080703684E+01  2.041571856E+00
1.081361246E+01  1.946350813E+00
1.082018809E+01  1.481824756E+00
1.082676371E+01  5.101537108E-01
1.083333933E+01  5.990747809E-01
1.083991496E+01  1.992117286E+00
1.084649058E+01  3.299033165E+00
1.085306620E+01  2.727243662E+00
