839.97719,4800,
841.18816,4792,
842.39891,4795,
843.60944,4783,
844.81975,4807,
846.02984,4788,
847.23971,4815,
848.44936,4856,
849.65879,4878,
850.868,4863,
852.07699,4800,
853.28576,4792,
854.49431,4773,
855.70264,4796,
856.91075,4795,
858.11864,4784,
859.32631,4802,
860.53376,4800,
861.741,4788,
862.94801,4785,
864.1548,4795,
865.36137,4782,
866.56772,4786,
867.77385,4806,
868.97976,4800,
870.18545,4811,
871.39092,4889,
872.59617,4886,
873.8012,4861,
875.00601,4813,
876.2106,4795,
877.41497,4790,
878.61913,4785,
879.82306,4784,
881.02677,4788,
882.23026,4777,
883.43353,4788,
884.63658,4783,
885.83941,4788,
887.04202,4789,
888.24441,4793,
889.44658,4789,
890.64854,4787,
891.85027,4792,
893.05178,4791,
894.25307,4785,
895.45414,4784,
896.65499,4783,
897.85562,4776,
899.05603,4804,
900.25623,4789,
901.4562,4798,
902.65595,4795,
903.85548,4789,
905.05479,4794,
906.25388,4799,
907.45276,4792,
908.65141,4784,
909.84984,4782,
911.04805,4798,
912.24604,4796,
913.44381,4807,
914.64137,4775,
915.8387,4792,
917.03581,4803,
918.2327,4790,
919.42937,4804,
920.62582,4794,
921.82206,4811,
923.01807,4784,
924.21386,4796,
925.40943,4795,
926.60478,4794,
927.79992,4786,
928.99483,4790,
930.18952,4786,
931.38399,4800,
932.57825,4799,
933.77228,4798,
934.96609,4797,
936.15968,4804,
937.35305,4793,
938.54621,4781,
939.73914,4798,
940.93185,4793,
942.12434,4792,
943.31662,4779,
944.50867,4810,
945.7005,4798,
946.89211,4789,
948.08351,4796,
949.27468,4783,
950.46563,4794,
951.65636,4806,
952.84688,4789,
954.03717,4782,
955.22724,4794,
956.41709,4786,
957.60673,4791,
958.79614,4781,
959.98533,4796,
961.17431,4794,
962.36306,4793,
963.55159,4794,
964.7399,4795,
965.928,4792,
967.11587,4796,
968.30352,4781,
969.49096,4794,
970.67817,4787,
971.86516,4799,
973.05194,4794,
974.23849,4804,
975.42482,4776,
976.61094,4792,
977.79683,4804,
978.9825,4784,
980.16795,4796,
981.35319,4793,
982.5382,4805,
983.72299,4795,
984.90757,4801,
986.09192,4787,
987.27606,4797,
988.45997,4800,
989.64366,4807,
990.82714,4795,
992.01039,4793,
993.19342,4789,
994.37624,4796,
995.55883,4794,
996.7412,4805,
997.92336,4797,
999.10529,4801,
1000.287,4792,
1001.4685,4803,
1002.6498,4793,
1003.8308,4798,
1005.0117,4820,
1006.1923,4843,
1007.3727,4833,
1008.5528,4801,
1009.7328,4809,
1010.9125,4799,
1012.092,4785,
1013.2713,4786,
1014.4504,4797,
1015.6293,4807,
1016.8079,4788,
1017.9863,4800,
1019.1645,4812,
1020.3425,4801,
1021.5202,4794,
1022.6978,4813,
1023.8751,4789,
1025.0522,4792,
1026.2291,4784,
1027.4057,4800,
1028.5821,4788,
1029.7584,4785,
1030.9344,4794,
1032.1101,4795,
1033.2857,4795,
1034.461,4787,
1035.6361,4782,
1036.811,4790,
1037.9857,4796,
1039.1602,4795,
1040.3344,4791,
1041.5084,4804,
1042.6822,4788,
1043.8558,4797,
1045.0291,4810,
1046.2023,4798,
1047.3752,4800,
1048.5479,4803,
1049.7203,4800,
1050.8926,4806,
1052.0646,4823,
1053.2365,4806,
1054.408,4803,
1055.5794,4807,
1056.7506,4803,
1057.9215,4811,
1059.0922,4795,
1060.2627,4805,
1061.433,4812,
1062.6031,4801,
1063.7729,4797,
1064.9425,4790,
1066.1119,4809,
1067.2811,4811,
1068.45,4795,
1069.6188,4795,
1070.7873,4803,
1071.9556,4777,
1073.1237,4803,
1074.2915,4792,
1075.4591,4796,
1076.6266,4805,
1077.7938,4788,
1078.9607,4787,
1080.1275,4800,
1081.294,4791,
1082.4603,4802,
1083.6264,4784,
1084.7923,4800,
1085.958,4791,
1087.1234,4803,
1088.2886,4792,
1089.4536,4787,
1090.6184,4800,
1091.7829,4791,
1092.9473,4779,
1094.1114,4810,
1095.2753,4783,
1096.439,4797,
1097.6024,4794,
1098.7657,4797,
1099.9287,4799,
1101.0915,4803,
1102.254,4792,
1103.4164,4794,
1104.5785,4795,
1105.7405,4802,
1106.9022,4804,
1108.0636,4799,
