839.97719,9565,
841.18816,9567,
842.39891,9557,
843.60944,9554,
844.81975,9560,
846.02984,9577,
847.23971,9630,
848.44936,9788,
849.65879,9843,
850.868,9710,
852.07699,9616,
853.28576,9576,
854.49431,9564,
855.70264,9560,
856.91075,9581,
858.11864,9578,
859.32631,9580,
860.53376,9573,
861.741,9557,
862.94801,9568,
864.1548,9560,
865.36137,9575,
866.56772,9563,
867.77385,9575,
868.97976,9591,
870.18545,9621,
871.39092,9805,
872.59617,9916,
873.8012,9777,
875.00601,9634,
876.2106,9569,
877.41497,9549,
878.61913,9557,
879.82306,9571,
881.02677,9558,
882.23026,9552,
883.43353,9555,
884.63658,9567,
885.83941,9560,
887.04202,9548,
888.24441,9564,
889.44658,9566,
890.64854,9551,
891.85027,9576,
893.05178,9565,
894.25307,9554,
895.45414,9561,
896.65499,9549,
897.85562,9572,
899.05603,9580,
900.25623,9559,
901.4562,9543,
902.65595,9552,
903.85548,9564,
905.05479,9553,
906.25388,9560,
907.45276,9544,
908.65141,9573,
909.84984,9564,
911.04805,9566,
912.24604,9559,
913.44381,9560,
914.64137,9564,
915.8387,9565,
917.03581,9558,
918.2327,9561,
919.42937,9550,
920.62582,9563,
921.82206,9551,
923.01807,9568,
924.21386,9556,
925.40943,9572,
926.60478,9566,
927.79992,9551,
928.99483,9556,
930.18952,9578,
931.38399,9559,
932.57825,9556,
933.77228,9572,
934.96609,9576,
936.15968,9572,
937.35305,9552,
938.54621,9581,
939.73914,9572,
940.93185,9545,
942.12434,9538,
943.31662,9534,
944.50867,9555,
945.7005,9540,
946.89211,9545,
948.08351,9559,
949.27468,9568,
950.46563,9563,
951.65636,9555,
952.84688,9546,
954.03717,9561,
955.22724,9564,
956.41709,9559,
957.60673,9568,
958.79614,9547,
959.98533,9540,
961.17431,9557,
962.36306,9555,
963.55159,9567,
964.7399,9567,
965.928,9576,
967.11587,9556,
968.30352,9574,
969.49096,9550,
970.67817,9563,
971.86516,9578,
973.05194,9576,
974.23849,9558,
975.42482,9564,
976.61094,9570,
977.79683,9589,
978.9825,9591,
980.16795,9569,
981.35319,9593,
982.5382,9597,
983.72299,9559,
984.90757,9583,
986.09192,9590,
987.27606,9584,
988.45997,9597,
989.64366,9583,
990.82714,9584,
992.01039,9592,
993.19342,9585,
994.37624,9590,
995.55883,9573,
996.7412,9573,
997.92336,9571,
999.10529,9567,
1000.287,9567,
1001.4685,9563,
1002.6498,9557,
1003.8308,9584,
1005.0117,9647,
1006.1923,9706,
1007.3727,9640,
1008.5528,9586,
1009.7328,9567,
1010.9125,9548,
